Label,Volume,Elongation,Flatness,Radius,CentroidX,CentroidY,CentroidZ,IntensitySkewness, IntensityMean, IntensitySTD, IntensityKurtosis, Axis1length, Axis2length, Axis3length
65345,230,1.65630081222109,1.24025777858239,3.80084135033209,382.852173913043,419.982608695652,3433.82608695652,0.920427018265074,0.00141872515669093,0.000397779718439202,0.807946906777478,5.56572861903458,6.90293821323624,11.4333421692952
77,137,1.88478006504651,1.62127652791618,3.19799160450593,296.729927007299,511.883211678832,3434.70072992701,0.926375278003085,0.00163322092326236,0.000408790942062261,1.88606494766838,3.75188073801931,6.08283617609155,11.4648083636411
106,162,1.28372005551759,1.70689917171638,3.38175495536048,546.259259259259,206.932098765432,3435.18518518519,0.909502641715146,0.00115291829372578,0.000335489808756207,1.5999248744058,4.35722623865772,7.43734585774572,9.54747003740883
118,152,1.32517335874603,1.24896934727514,3.31068854540285,500.736842105263,329.690789473684,3435.95394736842,0.7432597522746,0.00196885930046464,0.000293211705083776,0.230098248929428,5.19783995576646,6.49194277679429,8.60294961431155
125,241,1.10984709808448,1.30657871525176,3.8604933713847,268.514522821577,412.854771784232,3435.71784232365,0.704088264371358,0.00136815313142589,0.000446186048477203,-0.4282444371194,6.23966639176463,8.1526152977514,9.04815643000849
127,234,1.2296405588032,1.54089597639698,3.82274870069611,351.811965811966,438.512820512821,3435.81196581197,0.491654777736038,0.00137531234754417,0.000353420252012155,-0.497713246460355,5.34930635996199,8.2427246465802,10.1355885404818
284,209,1.23417500335934,1.50124971070899,3.68145270552592,491.181818181818,491.555023923445,3437.40669856459,0.438077855526828,0.00158547554064863,0.000437326068092106,0.156184452833001,5.23546203630226,7.85973586742665,9.70028954058482
542,105,1.52301489987259,1.41609102407695,2.92662377660251,277.514285714286,450.161904761905,3440.79047619048,0.729292554589741,0.00121314485579552,0.000350536898978183,-0.252819077756266,4.03429880453087,5.71293432554053,8.7008840997918
826,146,1.35480521174619,1.26497048986393,3.2665407634644,350.308219178082,447.945205479452,3444.97260273973,0.505679642743657,0.00153036150851682,0.000417978476424358,-0.673179514513563,5.04783939718406,6.38536787501039,8.65092967598076
955,119,1.37534141345948,1.82277189191074,3.05130848960086,488.588235294118,325.319327731092,3446.06722689076,0.713522524239817,0.00132290789360541,0.000410009762625124,0.0784313009376443,3.67754270215302,6.703321468786,9.21935562375338
1033,137,1.42735381248173,1.6114016179895,3.19799160450593,393.627737226277,301.408759124088,3448.49635036496,0.407571960491158,0.00119919444682471,0.000411567082913119,-0.899207861527107,4.13295717198648,6.65985387402031,9.50596781765412
1059,118,1.79235149341012,1.28480207622536,3.04273735318775,291.084745762712,487.779661016949,3448.36440677966,0.440409707714234,0.00152007305019898,0.000387302559934382,0.333559372871313,4.23899184577939,5.44626552455973,9.76162214645269
1060,156,1.83690189176816,1.26950185762805,3.33947858652419,299.153846153846,490.358974358974,3449.33974358974,0.485652693877705,0.00142977012766119,0.00042482175587956,-0.107883325434682,4.65147949783904,5.90506186322543,10.8470193075668
1118,183,1.60713836434602,1.30422265844255,3.5219849309418,363.781420765027,451.426229508197,3448.29508196721,0.410743285286403,0.00141479815814461,0.000415401382089601,-0.743405591606355,5.03769541142608,6.57027650191395,10.5593434305871
1161,100,1.42894238809623,1.23721671863452,2.87941191148486,436.75,158.22,3450.02,0.753517767814213,0.00126353712112177,0.00036443213638785,0.134817335655148,4.43641024392845,5.48880092450974,7.84318030085376
1265,281,1.63748916068418,1.50696561044751,4.06324088888874,290.476868327402,431.199288256228,3452.14234875445,0.51298079614497,0.00137478720812704,0.000372838833720595,-0.185012280212672,5.24534663440315,7.90455699292214,12.9436263959203
1492,365,1.56633874124235,1.39233010741985,4.43337789683658,319.18904109589,380.731506849315,3455.60547945205,0.599330289564745,0.00143325675951878,0.000441725900873517,-0.48724542994095,6.12314731211188,8.52544235482031,13.3537306465834
1525,152,1.22089122272468,1.43091223311921,3.31068854540285,444.644736842105,533.697368421053,3454.625,0.642130743275149,0.00156048486448861,0.000398177580020724,0.192832354542634,4.87881106756608,6.9811504396577,8.52322529629863
1548,253,1.48338945274482,1.20785602402131,3.92353294795214,536.750988142293,309.802371541502,3457.90909090909,0.408594983837586,0.00146020743181458,0.000352473467510648,-0.514504828888832,6.06660135280656,7.32758098932325,10.8696563536956
1594,107,1.16077801256994,1.35472140152608,2.94508876839896,444.009345794393,504.81308411215,3453.65420560748,0.403402473597092,0.00144796006905925,0.000414843386335319,-0.945060966138951,4.57767897371956,6.20147967501384,7.19854125215543
1727,181,1.67519477217013,1.37776463560876,3.50910735734672,259.67955801105,471.845303867403,3457.74585635359,0.636383837362721,0.00145890007151846,0.000354343641068375,0.686081806078732,4.77259804607836,6.57551680786224,11.0152713808476
1826,124,1.32915032487151,1.317505690341,3.09345895915539,266.104838709677,527.072580645161,3457.37096774194,0.647778317197515,0.00155421881373191,0.00043718687466709,0.251741195273824,4.68217872509106,6.16879711350102,8.1992586874763
1833,201,1.29827343148455,1.52956062561733,3.63386801531815,433.462686567164,155.422885572139,3459.7263681592,0.59393105398268,0.00131822654668158,0.000418909716787828,0.238419030385128,5.0184079010015,7.67595912865882,9.96549379789908
1842,121,1.2634042442746,1.42960836286904,3.06830777345069,391.768595041322,190.157024793388,3458.09090909091,0.447401654457267,0.00163291822560901,0.00044047321755176,-0.63515488890729,4.4730465603773,6.39470477021799,8.07909714757644
1930,183,1.49361350384086,1.27655451581068,3.5219849309418,255.24043715847,446.010928961749,3460.0218579235,0.438383012230568,0.00131062291755947,0.000402532225849695,-0.0834094479640966,5.23654895295412,6.68474021315727,9.9844182520397
2045,118,1.14561812309972,1.4044930076076,3.04273735318775,446.677966101695,503.152542372881,3459.72033898305,0.465340589615822,0.00145098064893904,0.000442746422776263,-0.682168119782772,4.63733121233524,6.51309926168531,7.46152455173412
2078,318,1.31484925746929,1.31394168534476,4.23427932102903,497.289308176101,384.610062893082,3463.32389937107,0.498552844342888,0.00133661878027634,0.000431328284056468,-0.23977515013709,6.44367236334692,8.46660972490547,11.1323155100743
2132,103,1.36611057988164,1.24125295637339,2.90792279451148,480.242718446602,527.572815533981,3461.21359223301,0.466886396229469,0.00138007988927217,0.000368000041095843,-0.599584682715068,4.53813473034165,5.63297315045734,7.69526421702897
2266,123,1.73191773149778,1.40871371685447,3.08512075440407,448.308943089431,433.829268292683,3465.0325203252,0.68188345252044,0.00139755617857464,0.000305593023962192,0.637659675055479,4.08863097590709,5.75971053891638,9.97534481064392
2276,137,1.35257912107071,1.51953989304825,3.19799160450593,340.204379562044,450.627737226277,3464.40145985401,0.498259393619156,0.00183216760650508,0.000442974328511506,0.208221969111662,4.3756745978131,6.64901211037486,8.99331495623932
