Label,Volume,Elongation,Flatness,Radius,CentroidX,CentroidY,CentroidZ,IntensitySkewness, IntensityMean, IntensitySTD, IntensityKurtosis, Axis1length, Axis2length, Axis3length
65472,170,1.05408634835153,1.45497261775409,3.43652971899255,356.564705882353,687.682352941176,1859.11764705882,0.595898633034577,0.00168241206077201,0.000408771111612756,-0.545845677782176,5.25962551346027,7.6526111017255,8.06651289157218
36,120,2.1415630111793,1.35275059508867,3.05983174194587,177.466666666667,716.691666666667,1860.73333333333,0.705386742967324,0.00164280336563631,0.000342861632678741,0.467561671329972,3.88155221839787,5.25077207330545,11.2448592523242
69,132,1.39316659118893,1.21722808783944,3.15860346385294,242.280303030303,640.356060606061,1863,0.630795165127433,0.00149980102133034,0.000336717356389483,-0.316099931884984,4.96145940588055,6.03922774551297,8.41365033162989
77,112,1.30421850047231,1.34731271739708,2.99026587343699,184.767857142857,656.089285714286,1861.64285714286,0.464192333149118,0.00154181871974808,0.000390819489757424,-0.713833811428341,4.48722047370909,6.0456892099928,7.88489971577843
105,126,1.93156772221725,1.86750962463994,3.11000183498023,409.515873015873,523.642857142857,1862.9126984127,1.02583941666243,0.00149149248156593,0.000357761184882601,1.11384866423728,3.29340718499692,6.15046961584008,11.8800485864346
108,151,1.40542894034815,1.29891653077205,3.3034122833845,393.596026490066,539.794701986755,1865.15231788079,0.42600889228254,0.00146032599208025,0.000335433645537184,-0.532670187458669,4.95452831774761,6.43551873410059,9.04466427505767
115,126,1.73725629501005,1.3546951701201,3.11000183498023,164.285714285714,640.238095238095,1862.5873015873,0.416972888719742,0.00170680415532034,0.000358344507460439,-0.69598858772506,4.22611802164361,5.7251016722781,9.94596891973768
169,127,1.50958977205746,1.28437216873219,3.11820768260616,222.944881889764,624.181102362205,1863.65354330709,0.528773992857076,0.00152454144224217,0.000442843221880135,-0.454857722609265,4.60102712745549,5.90943119008566,8.92081688323066
176,128,1.09003126868261,1.49071953691114,3.12637056718709,297.8515625,660.9921875,1864.390625,0.671697980572527,0.00163745322606701,0.000404765788772296,-0.299155340048631,4.65579126870615,6.94047900404057,7.56533913403938
210,122,1.45218759570673,1.5963698201368,3.07673723276638,406.286885245902,603.024590163934,1864.72131147541,0.405416948160202,0.00153480561499743,0.00044097757907521,-0.858752766213007,3.97823550787014,6.35073510216049,9.22245873897676
260,280,1.52858053211824,1.60902761997903,4.05841518257996,427.803571428571,574.239285714286,1867.48571428571,1.08131598994836,0.00145230529513875,0.00033720936243638,0.961805053351414,5.13154366697224,8.25679549328682,12.6211768487199
