Label,Volume,Elongation,Flatness,Radius,CentroidX,CentroidY,CentroidZ,IntensitySkewness, IntensityMean, IntensitySTD, IntensityKurtosis, Axis1length, Axis2length, Axis3length
1032,290,1.12678401847951,2.11446761794244,4.10616562417321,224.741379310345,190.5,329.455172413793,0.483354865738418,0.00116875889512373,0.00035118442634256,0.368166324709815,4.79055179382764,10.1294666401246,11.4137211258137
1085,113,1.17012306393514,1.76158244465283,2.99913911795012,169.362831858407,195.973451327434,329.53982300885,0.607296026741089,0.0013541140118655,0.000283116468798038,-0.223291975257349,3.90254073321383,6.87464724517207,8.04418329799404
1087,375,1.52172799465247,1.3061439607982,4.47350114469825,294.626666666667,200.061333333333,331.128,0.561662388445744,0.00119754883740097,0.000382270692826071,-0.192264570300678,6.50985288164044,8.50280502703943,12.9389564427177
1089,161,1.39527339183507,1.29864963055628,3.37478224494861,191.857142857143,202.242236024845,331.726708074534,0.76960825476807,0.00188386309761785,0.000367464834543407,-0.067509297731486,5.07451627397869,6.59001868445427,9.19487772211503
1092,150,1.28353679676367,1.43613941987775,3.29610382525443,408.306666666667,207.506666666667,329.74,0.455789563950898,0.00129973568681938,0.000385733612540035,-0.777604356365315,4.7653744900765,6.8437421556787,8.78419488437633
1095,121,1.35135935872338,1.32007504097296,3.06830777345069,418.256198347107,214.512396694215,328.628099173554,0.512489255637789,0.00186454409094574,0.000409886860527551,0.00345241485823422,4.61253369327484,6.08889060413896,8.22827930214604
1105,230,1.58965606822216,1.57576331638057,3.80084135033209,224.026086956522,245.908695652174,330.386956521739,0.76251489702084,0.00112379337787507,0.000337239704204729,0.377604136825026,4.81003263759165,7.57947298091021,12.0487552180298
1107,169,1.40447782038741,1.43347079007458,3.42977816973793,122.686390532544,250.07100591716,330.781065088757,0.545882353704903,0.00112765057173629,0.000312060601360904,-0.0706364248073874,4.8179819343592,6.90643637001094,9.69993669959728
1112,134,1.392075192972,1.36627616438449,3.174476109612,200.955223880597,275.097014925373,329.186567164179,0.675485744763899,0.00114192534629047,0.000347601828034194,-0.179220602232006,4.61801670251868,6.30948614738073,8.78327914616918
1159,306,1.27082554887031,2.1917934518856,4.18033358294075,160.169934640523,260.862745098039,331.31045751634,0.716255632752026,0.00136149802292375,0.000341093662665348,0.318103912740432,4.57452359711262,10.0264108656476,12.7418190915358
1185,187,2.56070491720532,1.3890472831561,3.54746129509086,231.155080213904,181.96256684492,331.44385026738,0.506072075372394,0.00105882558086389,0.000355555933271,-0.706526114396246,4.16565338122729,5.78628951176381,14.8169800051472
1203,346,1.52708931081897,1.50585202059543,4.35507691846156,233.303468208092,216.806358381503,333.43063583815,0.71701687388816,0.00110218727862263,0.000333577711777216,0.607145060150365,5.75726405998911,8.66958771783603,13.2392347331148
1211,176,1.11360289726735,1.25959804302752,3.47649294858299,355.335227272727,248.181818181818,331.119318181818,0.628535579953724,0.00125876825768501,0.000346588410931188,0.131087290718906,5.75139567228782,7.2444467334907,8.06743687151422
1243,264,1.58006503880631,1.30469906979518,3.97959099237918,315.090909090909,217.223484848485,333.140151515151,0.76125861969696,0.00135005310056096,0.000415232556095836,0.493294396261958,5.72316866616562,7.46701283502719,11.7983659249445
1250,185,2.06269910989716,1.21345433782586,3.53476901736871,146.372972972973,225.913513513514,334.632432432432,0.407689930381957,0.00134967366340444,0.000317968085440017,-0.221607494725947,4.88161415152904,5.92361586776502,12.2186371778116
1301,139,1.63704496013197,1.31484576420551,3.21347848819807,437,209.453237410072,334.41726618705,0.493400402558926,0.00154158310033381,0.000306276024938363,-0.159570659704964,4.54361979055666,5.97415923577373,9.77996726794928
1310,429,1.09009661478362,1.92347122424725,4.67867517166112,230.701631701632,238.480186480186,335.958041958042,0.720644072892039,0.00110445094052246,0.000374623535378084,1.00366155983982,5.87860253095635,11.3073228070816,12.3260743142653
1338,250,1.23991549462249,1.38772404297761,3.90796320898386,308.072,222.22,334.348,0.936456848052698,0.00121640547784045,0.000436048628798561,0.622598440333857,5.84764533747483,8.11491802961974,10.0618126025169
1340,212,1.8307059408173,1.21455289178538,3.69898369708784,381.764150943396,232.745283018868,334.400943396226,0.482212462180768,0.0014920318765535,0.000418283070001226,-0.461214329562859,5.31245495955477,6.4522575336068,11.8121861984572
1346,149,1.16577504177315,1.31465594990203,3.28876281247663,381.409395973154,243.664429530201,334.718120805369,0.658191380163024,0.00126932558819227,0.000345254921343319,-0.0101777499176792,5.20774315504922,6.84639052434705,7.98135119951596
1348,186,1.20118452171521,1.23137030792667,3.54112652929938,102.177419354839,245.833333333333,335.854838709677,1.15897202943597,0.00139268465879654,0.000381232846341233,1.5684054038782,5.79930228567339,7.14108864126949,8.57776514408922
1359,158,1.12068340062666,1.42877126415526,3.3536893048878,201.955696202532,280.696202531646,335.512658227848,0.648834315983223,0.00112542815917596,0.000390345993791097,0.129264660450692,5.09037804534399,7.27298587487431,8.15071454296383
1365,434,1.39415153812353,1.52864938957778,4.69678168016061,329.398617511521,130.937788018433,338.205069124424,0.573205360358243,0.00108549430970937,0.000350720967644989,0.238109546967341,6.33658283917817,9.68641348911878,13.5043282647554
1394,114,1.37594361974176,1.69935662847956,3.0079601661525,99.0263157894737,209.280701754386,334.728070175439,0.5016212098313,0.00130771997429659,0.000303536178515285,-0.177129332123057,3.7982088688612,6.45451141764914,8.8810438036647
1395,176,1.4158284931946,1.30126904123414,3.47649294858299,112.693181818182,207.579545454545,337.238636363636,1.29432223135203,0.00147212422631459,0.000403107197710647,1.94410144717479,5.19505002758316,6.76015776855652,9.57122398721318
1396,162,1.28697761295115,1.75183705078602,3.38175495536048,435.746913580247,211.70987654321,338.086419753086,0.448643964871172,0.00183241484603373,0.000323480178613058,-0.497796754578578,4.27877380563764,7.49571448464874,9.64681673481659
1400,217,1.82004990763161,1.20808735490328,3.72783808997596,399.663594470046,221.456221198157,335.516129032258,0.452469446415658,0.00135205510289146,0.000393138869360449,-0.12373522122338,5.38344622357248,6.50367330849972,11.8370100044011
1408,149,1.16078222292354,1.23890327458462,3.28876281247663,336.389261744966,238.41610738255,335.536912751678,0.612351451502997,0.00123720709742328,0.000331007940010433,0.0716944809720901,5.42567820089448,6.72189048993055,7.80265098515015
1410,167,1.09094642997257,1.30990826631363,3.41619474753972,384.778443113772,239.538922155689,335.808383233533,0.783506259794492,0.00134406190433171,0.000403179056228317,0.604720736953036,5.54384253075816,7.26192515818122,7.92237132604582
1415,411,1.44788892106132,1.23152616953862,4.61230201744537,420.549878345499,246.52798053528,337.420924574209,0.411034577133538,0.00164900543938624,0.000317122881505833,-0.0765684748543634,7.09697956830695,8.74011606305091,12.6547172164815
1416,108,1.53125833874007,1.51145914191664,2.95423506552809,138.796296296296,249.935185185185,334.388888888889,0.447518726507918,0.00131676057342837,0.000283172015039281,-0.126548189571681,3.89219521431205,5.88289403879613,9.00823055283083
1445,319,1.41220987875159,1.82922282904122,4.23871312460449,229.746081504702,187.128526645768,337.620689655172,0.669536788912295,0.00117551241191192,0.000387566566653479,1.07752518660792,5.05188198531055,9.24101785715214,13.0502567075901
1454,280,1.05258230536903,1.26435118527954,4.05841518257996,286.367857142857,211.542857142857,336.967857142857,0.715675193333463,0.00111044237595966,0.000394999249305238,0.168887075921248,6.82426633546764,8.62826922991176,9.08196351736516
1460,115,1.37067734409571,1.20158117871041,3.01672977894069,134.234782608696,226.382608695652,336.678260869565,0.438357274525869,0.00145090095415387,0.000422772197132455,-0.388097637497166,4.80565493138059,5.77438451692378,7.91481803344449
1464,121,1.15232425196729,1.20991839162103,3.06830777345069,326.438016528926,234.578512396694,335.743801652893,0.687655751344593,0.00125328344985658,0.000292787251560111,-0.470524208956886,5.15505491890038,6.23719575619401,7.18727193412981
1465,283,1.36339868056597,1.51760220143656,4.07285806296218,315.212014134276,236.946996466431,340.042402826855,0.95045555312717,0.00126295817017147,0.00040152297061713,0.874317290483811,5.56266640628651,8.4419147840376,11.5096954780072
1517,134,1.22465313306707,1.36063887753441,3.174476109612,315.10447761194,225.029850746269,337.194029850746,0.446692045120813,0.00128485242846603,0.000344610786398722,-0.693620796993134,4.83284027657535,6.57575036922259,8.05301329193536
1519,338,1.39464624558724,1.40713677808348,4.32124971252273,305.295857988166,226.041420118343,339.156804733728,0.421183123703568,0.00115240534129291,0.00033057536649243,-0.583285254428277,6.16018558008919,8.66822368956303,12.0891056245594
1530,194,1.33736721922579,1.25608330417242,3.59118440860609,473.427835051546,243.711340206186,339.103092783505,0.574191201168072,0.00117392369969652,0.000352176870490269,-0.490481387979258,5.59979140025402,7.03380448470734,9.40677954429098
1545,235,1.345760787967,1.59685812839567,3.82818647289208,451.106382978723,318,337.28085106383,0.780117800667998,0.00111780367566253,0.000387860855588592,0.619515612524901,5.0760150508438,8.10567589379871,10.9083007778437
1548,211,1.26230705503845,1.29678578410054,3.69315851627273,284.890995260663,458.374407582938,340.042654028436,0.920627390721263,0.00102540089843146,0.000398547019899557,0.8304606150991,5.7472591520696,7.45296396594558,9.40792899516044
1573,128,1.28440544022305,1.36970047797626,3.12637056718709,107.3828125,184.234375,338.1171875,0.444905281753428,0.00128425763796258,0.000316396210744742,-0.249625446124792,4.66393689319482,6.38819659186006,8.20503445579942
1594,410,1.09468610575582,1.69059337352958,4.60855826416281,356.836585365854,253.485365853659,340.587804878049,0.661892790739315,0.00119129237995721,0.000365334232853533,0.498729762382259,6.30191345416199,10.6539731261632,11.6627563523068
1606,134,1.37403844727663,1.25974730414778,3.174476109612,149.313432835821,278.582089552239,337.970149253731,0.578096870480213,0.0012129054325737,0.00029555636979978,-0.134992087314371,4.89606083336021,6.16779943576905,8.47479355983779
1612,266,1.13368924071499,1.44405646244322,3.98961519339812,158.071428571429,294.894736842105,340.830827067669,0.731796160863862,0.0012076193802899,0.000360841960619608,0.437280894400395,5.98972495341357,8.64950102723427,9.80584625212878
1621,132,1.22756687677207,1.32760194913397,3.15860346385294,199.143939393939,140.159090909091,339.340909090909,0.626255684451968,0.00107499417296794,0.000399266821740548,-0.300728744184724,4.8842527337904,6.48434344944307,7.95996523615026
1622,248,1.60813963521307,1.26248765378186,3.89751405962576,287.375,144.629032258065,340.596774193548,0.659874112650271,0.00118898346408969,0.00033131498255949,0.197645191807617,5.69584734266722,7.19093694794355,11.5640307203061
1633,355,1.11007779916092,1.29239350698921,4.39251494614636,199.501408450704,166.574647887324,343.138028169014,0.576249537856423,0.00133512139494177,0.000323755763835961,0.49569349582985,7.15092560026587,9.2418098147465,10.2591278994176
1643,194,1.14860806604683,1.24188142217919,3.59118440860609,288.788659793814,221.659793814433,340.262886597938,0.765511681939755,0.00110914694000103,0.000429446318369114,-0.181409198015137,5.93595128856263,7.37174762822654,8.46724878664261
1644,239,1.24753458441222,1.23752410439183,3.84978459689778,312.280334728033,221.485355648536,340.305439330544,0.99657644196696,0.00115144624405007,0.000419588687721481,0.332374502232402,6.20506664406539,7.67891954138864,9.57971769880116
1651,152,1.3767734972179,1.24353308127311,3.31068854540285,386.815789473684,244.907894736842,340.092105263158,0.59888943594744,0.0012929803241078,0.000376413223270516,0.000692288006614472,5.14702084797871,6.4004906944639,8.8120259573277
1662,192,1.06361120968219,1.50749373331682,3.5788009157586,213.15625,272.973958333333,339.75,0.876979167445489,0.00110391376392727,0.000406439311536353,0.569904881742263,5.33338444427846,8.04004362711918,8.55148052813786
1670,162,1.30421268006752,1.52463388507626,3.38175495536048,445.938271604938,327.728395061728,339.234567901235,0.882490898197971,0.00113047737528334,0.000386300611638369,0.516271243763487,4.6731775264142,7.12488480774794,9.29236511028531
1696,299,1.04889394812171,1.94098797947963,4.1482111993968,237.66220735786,210.899665551839,341.705685618729,0.746401196520794,0.00115936974856425,0.000438989741882374,0.935362017808886,5.24765286184871,10.1856311253303,10.683646845159
1699,184,1.24129392143242,1.25727422235691,3.52838855400703,291.423913043478,211.635869565217,340.978260869565,0.438354237327194,0.00110454435755104,0.000349246092927608,-0.711681739213079,5.63674233682604,7.0869308381592,8.79696417101896
1727,356,1.3006138242824,1.38846308578516,4.39663550667347,310.547752808989,126.401685393258,342.643258426966,1.0969935577808,0.00105637809512823,0.000344950692299209,1.11421329181313,6.47259019983662,8.98695256188793,11.6885547401615
1739,158,1.73293792105382,1.42308071128256,3.3536893048878,177.772151898734,171.556962025316,341.981012658228,0.553524331275607,0.00143726341186174,0.000297142945940052,-0.0275416260683627,4.41372697498982,6.28108972297551,10.8847385664857
1740,114,1.1257300943374,1.33169076032453,3.0079601661525,149.149122807018,176.333333333333,341.719298245614,0.402112230270195,0.00107390111799376,0.000347036657653203,-0.509102871436635,4.77773135759261,6.36246070421885,7.16241348877831
